company_id,company_name,industry,company_size,location
427,Turner Group,E-commerce,Mid,"Mariaburgh, AT"
428,Castro PLC,Education,Startup,"West Tammie, KW"
429,"Coffey, Shannon and Mclean",Automotive,Startup,"Johnfurt, MR"
430,Wilcox Ltd,Automotive,Startup,"Robertsonbury, VN"
431,Mcbride-Skinner,E-commerce,Mid,"Port Daleborough, MW"
432,Alexander Inc,E-commerce,Large,"East Lynnchester, FI"
433,Ramsey-Barnes,Tech,Mid,"Jackburgh, BB"
434,Clark and Sons,Retail,Mid,"East Samuelfort, PS"
435,Blair-Shaffer,Tech,Startup,"Lindseymouth, CM"
436,Salazar-Clark,Retail,Mid,"New Samanthaport, MC"
437,Jones-Simpson,E-commerce,Mid,"Charlottechester, BZ"
438,Johnson-Jackson,Finance,Large,"Lake Meganborough, MX"
439,Lane-Rodriguez,Finance,Startup,"South Katherine, DE"
440,"Jones, Thompson and Gomez",Education,Large,"West Gregorychester, ET"
441,"Ho, Mitchell and King",Automotive,Large,"Port Carolineside, SG"
442,Mathis-Davila,Tech,Startup,"West Bethchester, HR"
443,Perez-Hawkins,Automotive,Large,"New Frederickstad, NA"
444,"Perez, Butler and Carroll",E-commerce,Mid,"Lauraland, KZ"
445,Ford PLC,E-commerce,Mid,"East Robert, RS"
446,Rivera Ltd,Retail,Startup,"West Bonnieville, CA"
447,Thompson-White,E-commerce,Large,"Coryfurt, KG"
448,"Johnson, Foster and Martin",Education,Startup,"Smithfurt, SB"
449,Solomon-Hartman,Finance,Startup,"West Christopherfort, GM"
450,"Kelley, Adams and Robertson",Automotive,Mid,"Port James, LY"
451,Johnson-Cabrera,Healthcare,Large,"South Bryanberg, GD"
452,"Love, Liu and Flynn",Tech,Startup,"Matthewshire, FR"
453,Mcdonald and Sons,Retail,Large,"Villanuevaberg, KM"
454,Le Ltd,Finance,Large,"South Ginachester, TV"
455,Larson-Moss,Healthcare,Large,"South Williamfurt, BB"
456,"Farmer, Thompson and Smith",Healthcare,Large,"New Daniel, KP"
457,Burns-Davis,Healthcare,Large,"Nicholasshire, PH"
458,Scott-Hernandez,Retail,Startup,"Freemanland, GD"
459,Lozano-Valencia,E-commerce,Startup,"Kelseybury, US"
460,Watkins-Pearson,Finance,Large,"East Rhondaview, IL"
461,Lewis Inc,Finance,Startup,"Lake Anthony, MN"
462,"Moreno, Salazar and Sexton",Finance,Startup,"North Johnstad, TZ"
463,Lopez Ltd,Tech,Mid,"East Deborahshire, DZ"
464,Orozco-Tran,Retail,Large,"Kevinton, ZW"
465,Allen-Miller,Education,Large,"Elijahshire, BJ"
466,"Ray, Phillips and Kim",Automotive,Startup,"West Shellymouth, TG"
467,Rodriguez-Williams,Automotive,Startup,"New Jenniferfort, YE"
468,Randall-Sanchez,Tech,Mid,"West Julieland, CO"
469,"Mendoza, Chung and Burnett",E-commerce,Large,"New Jacob, KG"
470,Odom PLC,Healthcare,Mid,"South Jacobshire, BE"
471,"Miller, Jimenez and Walker",Education,Mid,"Lake Patriciaview, LY"
472,Valdez-Williams,Automotive,Large,"Port Charles, BE"
473,"Rodriguez, West and Erickson",Tech,Startup,"Lake Joshuastad, QA"
474,Church-Young,Automotive,Startup,"West Paulshire, PE"
475,Ramirez PLC,Healthcare,Mid,"East Jason, IL"
476,Simmons PLC,Automotive,Mid,"Peterland, IL"
477,"Miller, Simmons and Johnson",Healthcare,Startup,"Obrienshire, UZ"
478,"Stevens, Ball and Tyler",Automotive,Mid,"Dennischester, BH"
479,"Hunt, Scott and Schneider",Retail,Large,"Jessicaside, CH"
480,"Wright, Diaz and Rosario",Education,Startup,"East Bernardfurt, CY"
481,"Dean, Reid and Johnson",Finance,Large,"Santostown, TL"
482,"Rose, Simon and Cruz",Education,Mid,"Haasview, PY"
483,Russo Inc,Automotive,Mid,"Munozside, MA"
484,"Short, Hodge and Castillo",Tech,Mid,"Lake Jasonville, LV"
485,Bauer Group,E-commerce,Startup,"South Jaredview, PW"
486,Petty PLC,Retail,Startup,"Castrobury, ES"
487,Stuart and Sons,Healthcare,Large,"Lake Randychester, TR"
488,"Barker, Monroe and Ortega",Education,Startup,"Robertsonfort, MU"
489,Chambers-Santiago,Finance,Startup,"Halefurt, JO"
490,Nolan-Brown,E-commerce,Large,"Karenville, GA"
491,"Cox, Fitzgerald and Wong",Finance,Large,"Davidtown, ID"
492,Zhang-Williams,Automotive,Large,"East Henryfort, CA"
493,Henry-Grimes,Education,Large,"Port Biancachester, DE"
494,"Garcia, Lowery and Alexander",Finance,Large,"East Kennethfurt, MT"
495,Turner PLC,Healthcare,Large,"East Sandrabury, TL"
496,Davis LLC,Tech,Mid,"Sarahburgh, VA"
497,Foster-Stephens,Education,Mid,"Robinsonport, IQ"
498,"Ho, Scott and Martinez",Education,Startup,"Lyonsland, MK"
499,Green PLC,Retail,Large,"Gutierrezport, NO"
500,Hudson Group,E-commerce,Mid,"New Shawnberg, SE"
501,"Pham, Mathews and Gray",Automotive,Large,"South Crystalshire, FR"
502,"Saunders, Howell and Martinez",Healthcare,Mid,"West Wandaside, KE"
503,King LLC,Automotive,Startup,"Ruizton, CI"
504,Anthony Group,Tech,Large,"Lisaborough, MG"
505,"Kim, Peterson and Schaefer",Automotive,Large,"Ericksonport, NZ"
506,Parrish-Small,Retail,Startup,"Perryland, MA"
507,"Shaw, Myers and Smith",Finance,Startup,"Brookeport, TV"
508,Smith-Huynh,Automotive,Startup,"South Dawnfort, AE"
509,Cardenas-Williams,Education,Startup,"West Michael, PW"
510,Davis Inc,Healthcare,Mid,"Taylorland, PL"
511,Davis-Hudson,Retail,Startup,"South Thomasview, BR"
512,"Mcdonald, Carey and Cruz",Healthcare,Large,"Kingburgh, ER"
513,Williams LLC,Healthcare,Large,"Jeremytown, GQ"
514,Cooper PLC,Education,Large,"Michaelbury, FM"
515,"Graham, Ramirez and Haas",Automotive,Mid,"East Tammy, SY"
516,"Lowe, Schmidt and Harris",Tech,Mid,"Dannyborough, MA"
517,"Kemp, Young and Stewart",E-commerce,Startup,"Tracyborough, CZ"
518,"Hodges, Allen and Washington",Automotive,Mid,"Davidside, JO"
519,Blair PLC,E-commerce,Large,"Hernandezshire, LU"
520,"Cruz, Patrick and King",E-commerce,Startup,"Walshstad, KG"
521,"Rivers, Jones and Cameron",E-commerce,Large,"Nelsonchester, NE"
522,Lindsey-Chan,Finance,Mid,"Albertport, RW"
523,Hess Inc,Healthcare,Mid,"East Kathrynchester, FJ"
524,Williams Ltd,Retail,Mid,"Lake Patrick, ST"
525,"Moore, Fields and Valdez",Tech,Mid,"Marcusstad, GT"
526,Todd-Wright,Automotive,Startup,"Port Thomas, IQ"
527,Morrison and Sons,E-commerce,Mid,"Richardfurt, JM"
528,"Barrett, Bennett and Stokes",Education,Startup,"New John, JP"
529,"Jefferson, Orr and Gonzalez",Retail,Large,"Lake Matthewhaven, RO"
530,"Davis, Chambers and Lee",Healthcare,Mid,"Davidton, VN"
531,Guerra-Hall,Healthcare,Mid,"New Ronald, PA"
532,Brooks Ltd,Healthcare,Mid,"West Elizabeth, DE"
533,"Nolan, Jones and Nelson",Tech,Startup,"Hillfurt, BO"
534,"Davidson, Walsh and Meyers",Finance,Mid,"Susanfort, IQ"
535,Burgess-Barrera,Finance,Large,"Leebury, SC"
536,Anderson LLC,Healthcare,Mid,"South Briannafort, MZ"
537,"Cameron, Carter and Smith",Healthcare,Large,"Blakebury, CL"
538,Christensen LLC,Finance,Large,"New Codystad, HU"
539,Clark-Dennis,Finance,Mid,"North Brianhaven, IT"
540,Obrien and Sons,Automotive,Large,"North Joannaberg, VC"
541,Gomez PLC,E-commerce,Startup,"Stevenshire, BE"
542,Rogers-Shaw,E-commerce,Startup,"Ginafurt, PW"
543,Gardner-Murphy,Education,Mid,"Phillipsmouth, BE"
544,"Brooks, Morales and Parker",Automotive,Startup,"South Chelseamouth, MR"
545,"Harrison, Nelson and Butler",Tech,Mid,"North Darren, PG"
546,"Boyd, Manning and Smith",E-commerce,Startup,"Walshmouth, EG"
547,Morgan Group,E-commerce,Startup,"East Robertbury, PS"
548,"Sutton, Rivera and Mcintyre",Education,Startup,"Port Briannaview, MM"
549,Lee Inc,Education,Startup,"Bradshawport, TW"
550,Clark-Stevens,Tech,Startup,"Port Isabellaport, BB"
551,Young LLC,Education,Large,"South Evan, ZM"
552,Shaffer Inc,Education,Mid,"West Adammouth, MZ"
553,"Powers, Lee and Graves",Healthcare,Mid,"North Cindy, CZ"
554,Williams-White,Tech,Startup,"Amyside, CH"
555,Smith-Green,Finance,Mid,"East Mariahberg, NL"
556,Miller and Sons,Tech,Mid,"North Michele, BZ"
557,Thomas-Howell,Education,Mid,"Matthewshire, HN"
558,"Velez, Foley and Walker",E-commerce,Mid,"Lake Joseph, SN"
559,Mccoy Group,Tech,Startup,"North Tamara, SM"
560,Hall Ltd,E-commerce,Startup,"Jamesview, HT"
561,Dixon-Sanchez,Tech,Startup,"Adamsshire, AZ"
562,Goodman and Sons,Automotive,Mid,"Zacharyfurt, ST"
563,"Garcia, Moss and Mccormick",Tech,Mid,"New Bettyborough, GR"
564,Mccullough-Fields,Healthcare,Mid,"Georgeview, LB"
565,"Green, Stewart and Nelson",Healthcare,Large,"Carmenbury, TV"
566,Montgomery and Sons,Tech,Large,"New Josemouth, KE"
567,Fuentes LLC,E-commerce,Startup,"Lake Christophershire, UZ"
568,Farmer-Higgins,Education,Mid,"East Cindy, IL"
569,Lyons-Dunlap,Education,Large,"Jamesshire, BN"
570,"Moore, Whitney and Davis",Tech,Startup,"East Jamie, BO"
571,Glass and Sons,Healthcare,Large,"Jenniferfurt, RO"
572,Gaines Ltd,Tech,Mid,"Jacquelineville, GE"
573,Garcia-Cannon,Education,Startup,"Port Shannon, TV"
574,"Robbins, Luna and Wiggins",Education,Startup,"Tonyburgh, BO"
575,Green-Poole,Retail,Startup,"Lake Timothyville, LB"
576,Shaw-Bell,Education,Startup,"Rodriguezfort, NZ"
577,"Mason, Gonzalez and Miller",E-commerce,Mid,"Garciamouth, DE"
578,Carroll-Carroll,Finance,Large,"Lake Andrewbury, ZA"
579,"Fisher, Davis and Kelly",Finance,Large,"North Kevin, VA"
580,Hughes Ltd,Automotive,Large,"East Lisa, GY"
581,Mcneil Ltd,Education,Large,"Brandonshire, MU"
582,"Clark, Garcia and Smith",Education,Startup,"East Laurenland, UA"
583,Robinson-Murphy,Automotive,Large,"East Raymond, NR"
584,"Jenkins, Shelton and Galloway",Tech,Mid,"Port Jenniferhaven, DM"
585,"Oconnor, Montgomery and Figueroa",Retail,Startup,"Lake Elizabeth, BA"
586,Lin-Robinson,Automotive,Mid,"Jamesmouth, TO"
587,"Thompson, Mosley and Mitchell",E-commerce,Startup,"Lake April, UA"
588,Austin-Burke,Retail,Mid,"South Christophermouth, PW"
589,Smith-Webster,E-commerce,Large,"West Karen, DK"
590,Bennett and Sons,Education,Startup,"Burnetttown, KE"
591,Hess-Hobbs,Healthcare,Large,"Jacquelineview, MN"
592,Scott-Garcia,Tech,Mid,"Raymondville, SR"
593,Scott Ltd,Automotive,Large,"Lake Colleenmouth, NA"
594,"Wheeler, Thompson and Rivera",Finance,Startup,"Jacobland, BR"
595,Collins LLC,Finance,Large,"Ryanfort, SB"
596,"Decker, Wilson and Daniel",Education,Startup,"North Elizabeth, VU"
597,Erickson-Hill,Finance,Mid,"Aaronview, AZ"
598,"Harrison, Miller and Vasquez",Tech,Large,"East Laceyville, FI"
599,Avery-Randall,Tech,Mid,"Thomasborough, SR"
600,Gonzalez LLC,Tech,Large,"Lake Kaylaport, VU"
601,Rodriguez LLC,E-commerce,Mid,"Lake Jamesberg, JM"
602,Diaz PLC,Retail,Mid,"Harrismouth, TR"
603,Perez-Herman,Education,Startup,"Michaelside, NA"
604,Reese Inc,Automotive,Startup,"Webbmouth, NA"
605,Yang-Ross,E-commerce,Mid,"Andrewschester, IQ"
606,"Arnold, Burns and Garcia",Retail,Mid,"Deniseport, NE"
607,Blankenship-Ferguson,Education,Startup,"Aarontown, TO"
608,"Acosta, Roy and Gutierrez",Healthcare,Startup,"East Erica, GY"
609,"Barton, Guzman and Jones",Finance,Mid,"East Eric, FI"
610,Miller-Schultz,Retail,Large,"Beckerburgh, GA"
611,Hendricks Group,Tech,Startup,"West Julie, MX"
612,"Burke, Paul and Conner",Education,Startup,"New Jerome, BA"
613,Glenn-Rodriguez,Finance,Startup,"Maryton, TH"
614,Schaefer-Anderson,Tech,Large,"New Natalieview, SE"
615,"Harris, Hopkins and Miranda",Finance,Startup,"Brooksmouth, TR"
616,Reyes LLC,Retail,Startup,"West Lynnbury, BB"
617,"Smith, Adkins and Peterson",Retail,Large,"South Gregory, BO"
618,Guerra and Sons,Tech,Large,"North Timothy, SC"
619,Smith Inc,E-commerce,Mid,"Bryanttown, ET"
620,Rodriguez-Mcgrath,E-commerce,Large,"Bonnieview, SN"
621,"Mullen, Chaney and Morris",Automotive,Large,"Simmonston, HT"
622,"Walker, Welch and Alexander",Finance,Startup,"South Alyssaview, DK"
623,Cochran Ltd,Education,Large,"Robinsonland, BR"
624,Wells PLC,Tech,Mid,"Kevinfurt, FM"
625,Knight PLC,Tech,Mid,"Woodberg, PL"
626,Rivers-Bautista,E-commerce,Large,"Port Austinport, AT"
627,"Cabrera, Schultz and Walker",E-commerce,Large,"Jessicaland, MX"
628,"Morgan, Novak and Sullivan",Education,Mid,"North Ashley, KI"
629,"Hall, Oconnell and Wilson",Automotive,Mid,"Careyland, MN"
630,Harris Ltd,Automotive,Startup,"South Keith, UY"
631,Barajas-Wilson,Healthcare,Large,"West Christopher, AR"
632,Olsen and Sons,Finance,Startup,"Michelleview, AE"
633,Adams-Bautista,Education,Mid,"South Maryshire, DO"
634,Montgomery-Bell,Healthcare,Mid,"Carpenterfurt, MV"
635,Case PLC,Healthcare,Large,"Millerborough, MH"
636,Fisher LLC,Retail,Startup,"Jacquelineburgh, ME"
637,Morgan Group,Automotive,Startup,"South Jameshaven, TT"
638,Weiss Inc,Education,Startup,"North John, IE"
639,"Mendoza, Bishop and Wade",Automotive,Mid,"South Omarshire, DO"
640,Stephenson and Sons,Healthcare,Large,"Thomasshire, TT"
641,Hernandez-Robles,Automotive,Mid,"Craigside, JM"
642,"Carter, Gordon and Hurst",Finance,Startup,"South Cynthia, GB"
643,Thomas and Sons,E-commerce,Mid,"Garzashire, BT"
644,Love LLC,Education,Startup,"North Dianaland, GR"
645,Ingram-Long,Tech,Mid,"Johnstad, MK"
646,"Zavala, Jones and Williams",Tech,Large,"Hallport, BE"
647,"Leon, May and Wilson",Education,Large,"Jessicamouth, MY"
648,Norton-Flores,E-commerce,Startup,"Sanchezfurt, TJ"
649,"Brown, Ross and Wright",Retail,Mid,"Jillfort, JM"
650,"Townsend, Jenkins and Johnson",Tech,Startup,"West Joshuabury, KN"
651,"Riddle, Hicks and Thompson",E-commerce,Mid,"Lake Melissafort, DJ"
652,"Herrera, Moore and Braun",Automotive,Mid,"North Kyleborough, BB"
653,Jones LLC,Healthcare,Mid,"Mariabury, GQ"
654,Jones-Ortiz,Education,Large,"West Michaelview, MN"
655,Howe-Gallagher,Healthcare,Mid,"Gilbertbury, DE"
656,Ellis-Bailey,Tech,Large,"New Kristenburgh, VN"
657,Robinson Group,Education,Mid,"South Daniel, OM"
658,Goodwin-Ramirez,Education,Startup,"New Vanessa, JO"
659,Bennett-Jackson,Healthcare,Large,"Whitemouth, ZM"
660,Bean-Chavez,Finance,Large,"Jordanside, KR"
661,"Goodwin, Harrison and Lopez",Education,Startup,"Davidtown, AM"
662,Gardner-Li,Finance,Startup,"Dustinberg, UZ"
663,Robinson-Hill,Healthcare,Large,"Lake Melissahaven, TM"
664,Moore Inc,Automotive,Startup,"Aimeestad, KM"
665,"Fisher, Miller and Duarte",Automotive,Startup,"West Cassie, MD"
666,"Clayton, Pratt and Stone",Healthcare,Mid,"Stephanieside, AF"
667,"Jones, Spencer and Bowers",Retail,Large,"Mooreside, GB"
668,Lyons Inc,Finance,Large,"Wangside, UZ"
669,Robinson PLC,Education,Large,"West Brittanyland, MW"
670,"Lopez, Davis and Greene",Automotive,Mid,"Johnsonland, SM"
671,"Williams, Romero and Goodwin",Automotive,Startup,"Gregorybury, MM"
672,Martinez LLC,E-commerce,Large,"Timothytown, KZ"
673,Lopez-Hughes,E-commerce,Startup,"Kentville, BT"
674,"Palmer, Moody and Wallace",Tech,Startup,"South Amanda, BE"
675,Lawrence PLC,Retail,Mid,"Saraview, BR"
676,Harrison-Stevenson,Education,Large,"Barberfurt, AD"
677,Webb-Garcia,Retail,Large,"Andreaton, RO"
678,Williams-Leonard,Tech,Large,"Samuelside, BI"
679,Fox Group,Automotive,Large,"West Madisonchester, NP"
680,"Taylor, Ruiz and Hernandez",Education,Large,"East Davidbury, SK"
681,"Taylor, Thompson and Good",Retail,Startup,"South Patriciaport, RS"
682,"Wheeler, Hall and Gonzalez",Healthcare,Mid,"New Devinview, AG"
683,"Bell, Jones and Munoz",Healthcare,Large,"Angelastad, DE"
684,"Moyer, Nelson and Johnston",Healthcare,Large,"Jordanport, NG"
685,"Shepard, Anderson and Robinson",Retail,Startup,"Lake Stacey, SE"
686,Smith and Sons,Automotive,Mid,"Collinsland, MA"
687,"Mathews, Chavez and Scott",Healthcare,Startup,"Hamiltonport, WS"
688,Wiley LLC,Retail,Startup,"West Manuel, RW"
689,"Lawrence, Smith and Powell",Tech,Large,"North Jessicamouth, BT"
690,"Allen, Harvey and Jordan",Retail,Large,"Montoyabury, AR"
691,Shaw-Knapp,Automotive,Large,"North Williamside, FJ"
692,Phillips Ltd,Automotive,Startup,"North Davidshire, WS"
693,Lang-Hill,Retail,Mid,"Stephanieville, DE"
694,Hernandez LLC,Tech,Large,"Danielberg, DZ"
695,"Bradford, Ryan and Edwards",Automotive,Large,"Port Austinfort, SZ"
696,Lang PLC,Education,Large,"Jaredberg, LT"
697,Rivas Inc,Healthcare,Mid,"West Rick, CY"
698,Spencer-Watson,Automotive,Startup,"Wilsonfurt, VU"
699,"Ward, Morton and Taylor",Education,Startup,"Lisaview, GM"
700,"Deleon, Waters and Perez",Tech,Startup,"Lake Michael, AU"
701,"Thomas, Park and Smith",Healthcare,Mid,"North Shaneland, LB"
702,Wilcox PLC,Tech,Mid,"East Leonard, CM"
703,Sanders-English,E-commerce,Mid,"Jeanettefurt, SL"
704,Jackson-Johnson,Education,Mid,"Smithton, BH"
705,"Morgan, Moore and Ramirez",Automotive,Startup,"Alexanderfurt, BE"
706,Ellis PLC,Healthcare,Large,"Youngton, WS"
707,Rojas-Mckinney,Tech,Startup,"East Anthony, CM"
708,Gilbert-Gonzalez,Tech,Startup,"West Anthonyfurt, CV"
709,Martinez-Martin,E-commerce,Large,"Port Brian, LC"
710,Ayers-Davis,Education,Startup,"Tracyshire, SC"
711,Mcintosh Inc,Automotive,Mid,"Jameshaven, CF"
712,"Barnes, Cervantes and Ramos",Retail,Mid,"Kristinaville, LT"
713,Harris-Flores,Automotive,Startup,"Donnaland, FJ"
714,"Montgomery, Bradley and Brandt",Education,Startup,"North Royborough, IR"
715,Wright-Ochoa,E-commerce,Startup,"Williamsfort, BZ"
716,Sanders Group,Finance,Large,"Port Robinchester, NG"
717,Meadows Group,Retail,Large,"Joshuamouth, TN"
718,Thompson-Patterson,Retail,Large,"Michaelville, BG"
719,"Edwards, Moore and Miller",E-commerce,Startup,"North Justinmouth, MG"
720,Martinez and Sons,Tech,Startup,"Cooperport, WS"
721,Shepard-Kelly,Automotive,Mid,"New Susan, FJ"
722,Lambert Inc,Healthcare,Large,"West Ericshire, ZA"
723,"Blankenship, Greer and Hernandez",Education,Large,"Port Jessica, PG"
724,Benson LLC,Automotive,Mid,"Curtischester, MN"
725,Martinez-Braun,Tech,Mid,"Lake Patricia, VC"
726,Powell-Moreno,Retail,Large,"South Jamesstad, MV"
727,Pitts-Fuentes,Healthcare,Large,"Matthewmouth, DK"
728,Allen Ltd,Healthcare,Mid,"Cruzmouth, MY"
729,"Anderson, Reyes and Perez",Automotive,Mid,"Smithview, BS"
730,Boyd-Brooks,E-commerce,Startup,"Gamblemouth, TH"
731,Hill LLC,Education,Mid,"West Mary, MZ"
732,Oconnor-Russell,Retail,Large,"South Tarabury, GT"
733,Jensen-Adams,Education,Mid,"New Bethburgh, IL"
734,Smith-Coleman,E-commerce,Startup,"Lake Scottfort, GN"
735,"Rose, Johnson and Cook",Healthcare,Mid,"West Mariaberg, HU"
736,Davies-Vazquez,Finance,Startup,"Karenborough, LK"
737,"Frazier, Torres and Humphrey",Finance,Startup,"Michaelstad, HN"
738,Chen and Sons,Education,Large,"South Kristymouth, SI"
739,"Kramer, Mccall and Simpson",Retail,Startup,"Brianfort, BD"
740,Lee LLC,E-commerce,Large,"Watkinston, MM"
741,Bennett-Johnson,Finance,Startup,"West Katherineview, GR"
742,Butler-Reese,Finance,Large,"Port Connieville, FR"
743,Hernandez-Schwartz,Automotive,Startup,"South Annafort, KI"
744,"Reynolds, James and Holland",Healthcare,Startup,"Wrightton, NL"
745,Peterson Inc,Healthcare,Startup,"Michaelmouth, BH"
746,"Johnson, Gomez and Simpson",Retail,Mid,"Yangstad, BE"
747,"Hughes, Hoover and Reyes",Education,Startup,"South Jason, SY"
748,Ibarra-Garcia,Finance,Mid,"Armstrongburgh, LR"
749,Stafford Ltd,Retail,Mid,"Lake Andrewstad, PG"
750,Roberts-Green,Education,Startup,"Jonesmouth, ER"
751,Graham-Cruz,Retail,Mid,"Port Pamela, BO"
752,"Hernandez, Carrillo and Garza",Retail,Mid,"East Glennville, MH"
753,"Kelley, Mathews and Serrano",Tech,Mid,"Whitestad, TV"
754,Norton-White,Tech,Large,"Bishopstad, MU"
755,Leonard-Cooper,Retail,Large,"South Nicolasshire, NA"
756,"Patel, Davis and Anderson",E-commerce,Startup,"Port Kevin, FJ"
757,"White, Valencia and Humphrey",Education,Startup,"West Lori, VA"
758,Taylor PLC,Automotive,Large,"West Whitney, BW"
759,White-Hayes,Education,Mid,"West William, MM"
760,Hill Inc,Healthcare,Large,"West Margaretland, SI"
761,Mcdowell-Thompson,E-commerce,Startup,"Nathanville, GH"
762,Hampton-Brooks,Tech,Mid,"North Sheryltown, IQ"
763,Hartman Inc,E-commerce,Large,"Shannonfort, ZM"
764,"Gray, Gonzalez and Moore",Automotive,Mid,"Susanland, JO"
765,Mcgee and Sons,Tech,Mid,"Lopezville, TW"
766,Zimmerman-Becker,Finance,Large,"Jamiestad, KE"
767,Bray-Hayden,Finance,Startup,"Cruzhaven, KI"
768,"Adams, Mitchell and Stanley",E-commerce,Large,"South Marissa, CZ"
769,Cameron Group,Automotive,Mid,"Franciscofort, MT"
770,Crawford Ltd,Tech,Large,"East Brian, UZ"
771,"Nunez, Reed and Dominguez",Finance,Mid,"Port Stacyville, AO"
772,Martinez-Jacobs,Automotive,Mid,"North Josephhaven, CZ"
773,Smith-Jones,Automotive,Startup,"Ramirezville, IT"
774,Davis Inc,Tech,Startup,"Lake Reneefurt, NG"
775,Taylor and Sons,Finance,Mid,"West Robertborough, UG"
776,Burns-Lewis,Tech,Startup,"West Austinland, JO"
777,Khan Inc,Retail,Startup,"Ashleyview, KR"
778,"Hall, Golden and Randall",Healthcare,Startup,"North Susanfort, CO"
779,Anderson Inc,Tech,Startup,"East Alyssaland, SM"
780,Harris and Sons,E-commerce,Mid,"Amandabury, GW"
781,"Thomas, Horton and Evans",Retail,Large,"Ellisonland, LI"
782,Lee Group,Automotive,Startup,"North Hollyport, JP"
783,Coleman-Brown,Tech,Large,"South Brooketon, LT"
784,"Walker, Miller and Williams",Automotive,Startup,"New Jonathanview, ME"
785,Graham Group,Automotive,Large,"South Marcport, NI"
786,Wilcox-Orozco,Retail,Large,"Stuartbury, DM"
787,Fry-Sanders,Finance,Mid,"Port Christinaburgh, TV"
788,"Herrera, Dean and Wright",Retail,Mid,"Roachchester, VU"
789,Black Ltd,Education,Startup,"Angelafurt, GN"
790,Maldonado-Reyes,E-commerce,Mid,"Nicholasstad, NO"
791,Jones-Jordan,Tech,Large,"Walkerport, NR"
792,Stafford-Fuller,E-commerce,Large,"New Danielville, ZA"
793,"Dickerson, Tate and Mason",Retail,Large,"Booneshire, FI"
794,Anderson-Glenn,Education,Startup,"Jessemouth, MK"
795,"Elliott, Campbell and Moore",Retail,Startup,"Harriston, GE"
796,"Garcia, Murphy and Clark",Retail,Startup,"Payneburgh, BS"
797,Allen-Sutton,Tech,Mid,"South Kaitlyn, BF"
798,"Snow, Welch and Meyer",Finance,Mid,"South Thomasbury, NA"
799,Farley LLC,Retail,Large,"Garciaberg, VE"
800,Smith Group,Automotive,Large,"East Nicholas, BT"
801,Suarez Group,Education,Startup,"Coxland, CV"
802,"Haas, Bryant and Scott",Automotive,Large,"Connorport, BI"
803,Hernandez-Rodriguez,Retail,Large,"Jesseshire, GY"
804,"Robbins, Hall and Barnett",Automotive,Large,"Lake Sarabury, JO"
805,Johnson-Kelly,Healthcare,Mid,"Lake Vickibury, MG"
806,"Cardenas, Kemp and Roberts",Tech,Large,"Lake Moniquemouth, PL"
807,Henry-Mason,Automotive,Large,"Bentonhaven, KR"
808,Miller PLC,Healthcare,Mid,"Lake Jamestown, MU"
809,Hopkins-Smith,Retail,Startup,"Pricefurt, ZW"
810,Miller-Riley,Automotive,Mid,"Smithstad, NG"
811,Bauer Group,E-commerce,Mid,"Hortonbury, BR"
812,Downs-Griffin,Tech,Startup,"Austinport, PL"
813,"Hunt, Ortiz and Erickson",E-commerce,Startup,"Lake Laurenville, IS"
814,"Sanchez, Jackson and Fernandez",Tech,Startup,"Lake Antonio, TR"
815,Ward LLC,Automotive,Large,"North Shawnside, BT"
816,"James, Pearson and Roth",Healthcare,Large,"Bentleyville, FI"
817,Woodard Inc,Retail,Mid,"Mcphersonbury, SM"
818,Perry-Mcmahon,Finance,Large,"Knightville, CR"
819,"Galloway, Jordan and Cox",Retail,Mid,"North Tina, NG"
820,Jensen-Harris,Retail,Startup,"South Patriciaburgh, TT"
821,Hurley Ltd,E-commerce,Large,"West Timothystad, ZM"
822,Waters Group,Retail,Large,"Port Ryan, GM"
823,Curry PLC,Finance,Large,"Port Rebeccahaven, MN"
824,Reynolds-Castillo,Healthcare,Large,"Josephfort, KN"
825,"Gordon, Rose and Byrd",Retail,Mid,"South Alexis, CV"
826,"Andersen, Rose and Scott",Healthcare,Startup,"Port Justinfort, NR"
827,Ross Group,E-commerce,Startup,"South Joelport, AU"
828,"Myers, Bradley and Gilmore",Finance,Startup,"Charlesside, MH"
829,Mack and Sons,Automotive,Mid,"North Jayberg, PY"
830,Bartlett PLC,Education,Mid,"West Bailey, BE"
831,Thompson LLC,Education,Large,"Hortonmouth, MX"
832,"Crawford, Schmidt and Gonzalez",Retail,Startup,"Whitneyport, TN"
833,"Watson, Richardson and Baker",Retail,Mid,"Hamiltonville, VE"
834,"Ruiz, Johnson and Christensen",E-commerce,Mid,"Port Shane, ML"
835,Hernandez Ltd,Education,Large,"Chavezchester, CU"
836,"Richmond, Jones and Reilly",Education,Large,"Royborough, AG"
837,Martinez Inc,Finance,Startup,"Port Timothy, NA"
838,Fisher Group,Retail,Mid,"Richardsonburgh, TH"
839,"Jones, Crawford and Kelly",Tech,Startup,"East Ashleychester, NO"
840,"Boyd, Howard and Morgan",E-commerce,Mid,"Lake Sarahfort, MX"
841,Wood Inc,Retail,Large,"Brownberg, AL"
842,"Jackson, Yang and Freeman",Automotive,Large,"East Wendyville, NR"
843,Martin PLC,Finance,Startup,"Lewisville, KP"
844,"Burns, Suarez and Morrison",Tech,Startup,"West Kyle, FM"
845,"Russo, Sharp and Bailey",Tech,Large,"Port Bryanview, GE"
846,"Estrada, Smith and Baldwin",E-commerce,Mid,"Robertshire, NE"
